id,area,bbox_y,bbox_x,bbox_h,bbox_w,tile_sources,is_boundary
1192,3151,1421,741,102,79,r1024_c256|r1024_c768,True
1193,346,1516,648,20,32,r1024_c256,False
1194,4048,1046,503,150,76,r1024_c256,False
1195,99,1024,433,11,11,r1024_c256,False
1196,1246,1513,670,31,57,r1024_c256|r1536_c256,True
1197,95,1414,301,10,12,r1024_c256,False
1198,119,1426,324,13,13,r1024_c256,False
1199,1837,1208,643,60,115,r1024_c256,False
1200,3453,1443,556,63,85,r1024_c256,False
1201,161,1324,495,15,13,r1024_c256,False
1202,2,1097,366,3,2,r1024_c256,False
1203,826,1037,492,159,87,r1024_c256,False
1204,13,1501,582,6,13,r1024_c256,False
1205,13,1221,428,12,10,r1024_c256,False
1206,176,1104,666,19,15,r1024_c256,False
1207,1,1243,532,1,1,r1024_c256,False
1208,840,1067,322,75,22,r1024_c256,False
1209,389,1434,261,101,32,r1024_c256,False
1210,232,1233,694,28,67,r1024_c256,False
1211,1,1061,762,1,1,r1024_c256,False
1212,121,1053,377,18,10,r1024_c256,False
1213,3,1129,333,9,10,r1024_c256,False
1214,319,1459,584,50,62,r1024_c256,False
1215,127,1319,276,23,14,r1024_c256,False
1216,104,1067,415,11,20,r1024_c256,False
1217,617,1171,256,234,37,r1024_c256,False
1218,325,1036,576,51,23,r1024_c256,False
1219,1296,1236,744,75,47,r1024_c256|r1024_c768,True
1220,5,1332,281,10,7,r1024_c256,False
1221,1842,1511,673,46,142,r1024_c256|r1024_c768|r1536_c768,True
1222,262,1168,256,341,38,r1024_c256,False
1223,214,1244,532,41,14,r1024_c256,False
1224,569,1486,501,31,25,r1024_c256,False
1225,745,1240,516,47,23,r1024_c256,False
1226,22,1309,285,15,4,r1024_c256,False
1227,350,1360,584,21,29,r1024_c256,False
1228,1304,1179,544,102,35,r1024_c256,False
1229,74,1048,428,18,13,r1024_c256,False
1230,432,1505,462,20,25,r1024_c256,False
1231,558,1111,343,41,20,r1024_c256,False
1232,265,1099,568,21,15,r1024_c256,False
1233,1039,1042,372,110,58,r1024_c256,False
1234,160,1027,256,17,11,r1024_c256,False
1235,340,1061,256,37,12,r1024_c256,False
1236,384,1313,427,25,19,r1024_c256,False
1237,450,1373,463,25,29,r1024_c256,False
1238,473,1278,638,32,20,r1024_c256,False
1239,208,1301,653,19,14,r1024_c256,False
1240,371,1417,594,13,37,r1024_c256,False
1241,397,1444,425,25,22,r1024_c256,False
1242,2089,1440,685,51,65,r1024_c256,False
1243,972,1480,637,47,35,r1024_c256,False
1244,272,1494,664,23,36,r1024_c256,False
1245,1876,1464,681,54,85,r1024_c256,False
1246,494,1507,586,29,27,r1024_c256,False
1247,561,1480,553,32,29,r1024_c256,False
1248,471,1359,544,32,23,r1024_c256,False
1249,852,1310,560,52,38,r1024_c256,False
1250,838,1316,600,30,54,r1024_c256,False
1251,442,1417,722,16,38,r1024_c256,False
1252,1523,1426,539,49,72,r1024_c256,False
1253,1252,1433,606,42,71,r1024_c256,False
1254,629,1513,544,23,39,r1024_c256,False
1255,315,1520,503,16,33,r1024_c256,False
1256,722,1420,412,25,51,r1024_c256,False
1257,451,1292,399,25,28,r1024_c256,False
1258,719,1194,333,42,39,r1024_c256,False
1259,222,1065,293,20,13,r1024_c256,False
1260,642,1068,412,30,44,r1024_c256,False
1261,717,1171,407,63,30,r1024_c256,False
1262,694,1124,473,64,69,r1024_c256,False
1263,777,1318,701,54,56,r1024_c256,False
1264,615,1375,572,23,47,r1024_c256,False
1265,643,1393,528,32,30,r1024_c256,False
1266,471,1434,497,21,42,r1024_c256,False
1267,342,1429,477,32,20,r1024_c256,False
1268,531,1452,514,46,20,r1024_c256,False
1269,280,1385,294,19,26,r1024_c256,False
1270,375,1430,270,27,23,r1024_c256,False
1271,244,1406,256,28,12,r1024_c256,False
1272,511,1468,448,29,34,r1024_c256,False
1273,302,1482,472,25,18,r1024_c256,False
1274,365,1452,488,28,25,r1024_c256,False
1275,942,1385,755,58,39,r1024_c256|r1024_c768,True
1276,144,1391,409,17,10,r1024_c256,False
1277,170,1129,270,19,13,r1024_c256,False
1278,152,1276,360,17,13,r1024_c256,False
1279,837,1322,378,31,31,r1024_c256,False
1280,1432,1166,370,91,30,r1024_c256,False
1281,1131,1309,467,59,32,r1024_c256,False
1282,1294,1345,432,45,50,r1024_c256,False
1283,659,1325,508,46,40,r1024_c256,False
1284,878,1347,516,53,35,r1024_c256,False
1285,276,1398,577,22,17,r1024_c256,False
1286,442,1329,741,25,27,r1024_c256,False
1287,462,1313,718,28,25,r1024_c256,False
1288,248,1031,529,26,13,r1024_c256,False
1289,158,1031,507,16,17,r1024_c256,False
1290,469,1056,542,39,31,r1024_c256,False
1291,169,1260,485,17,15,r1024_c256,False
1292,318,1239,435,20,24,r1024_c256,False
1293,2844,1216,460,82,54,r1024_c256,False
1294,745,1282,501,24,54,r1024_c256,False
1295,836,1294,473,26,88,r1024_c256,False
1296,224,1182,294,19,16,r1024_c256,False
1297,268,1206,298,18,20,r1024_c256,False
1298,128,1244,319,14,11,r1024_c256,False
1299,191,1293,318,14,20,r1024_c256,False
1300,222,1351,345,18,17,r1024_c256,False
1301,526,1339,326,51,24,r1024_c256,False
1302,348,1320,320,17,28,r1024_c256,False
1303,317,1289,433,20,26,r1024_c256,False
1304,418,1396,672,29,25,r1024_c256,False
1305,248,1414,661,22,16,r1024_c256,False
1306,162,1369,716,14,15,r1024_c256,False
1307,176,1352,714,14,17,r1024_c256,False
1308,252,1385,723,20,23,r1024_c256,False
1309,271,1522,295,14,25,r1024_c256,False
1310,230,1398,365,17,22,r1024_c256,False
1311,515,1405,423,18,46,r1024_c256,False
1312,948,1412,342,42,31,r1024_c256,False
1313,776,1413,367,27,42,r1024_c256,False
1314,502,1352,401,32,27,r1024_c256,False
1315,505,1391,447,30,40,r1024_c256,False
1316,429,1383,485,26,29,r1024_c256,False
1317,154,1373,644,9,21,r1024_c256,False
1318,298,1356,642,19,31,r1024_c256,False
1319,597,1312,662,33,37,r1024_c256,False
1320,443,1141,318,35,17,r1024_c256,False
1321,1919,1072,354,151,31,r1024_c256,False
1322,1174,1095,386,87,22,r1024_c256,False
1323,1559,1180,396,90,33,r1024_c256,False
1324,164,1088,310,21,10,r1024_c256,False
1325,135,1093,293,17,10,r1024_c256,False
1326,293,1107,298,25,20,r1024_c256,False
1327,94,1113,320,15,8,r1024_c256,False
1328,230,1024,285,26,17,r1024_c256,False
1329,321,1096,256,24,17,r1024_c256,False
1330,464,1123,256,50,23,r1024_c256,False
1331,390,1375,682,25,24,r1024_c256,False
1332,393,1372,355,24,25,r1024_c256,False
1333,21777,1431,2829,395,366,r1024_c2816|r1536_c2816,True
1334,9419,1468,2920,131,132,r1024_c2816|r1536_c2816,True
1335,269,1408,2861,21,21,r1024_c2816,False
1336,263,1119,3098,31,27,r1024_c2816,False
1337,437,1218,3316,57,12,r1024_c2816,False
1338,588,1113,2867,34,35,r1024_c2816,False
1339,135,1482,2991,10,24,r1024_c2816,False
1340,3186,1103,3287,115,41,r1024_c2816,False
1341,1740,1290,2995,49,74,r1024_c2816,False
1342,2217,1025,2895,58,49,r1024_c2816,False
1343,2455,1025,3290,106,38,r1024_c2816,False
1344,19,1246,2817,20,17,r1024_c2816,False
1345,3405,1379,3230,119,98,r1024_c2816,False
1346,24673,1447,3024,251,163,r1024_c2816|r1536_c2816,True
1347,2,1125,3107,8,9,r1024_c2816,False
1348,914,1120,3262,52,37,r1024_c2816,False
1349,7750,1348,3172,188,156,r1024_c2816,False
1350,76,1223,2970,8,13,r1024_c2816,False
1351,56,1024,3296,35,11,r1024_c2816,False
1352,69,1441,2873,94,39,r1024_c2816,False
1353,803,1325,3312,62,16,r1024_c2816,False
1354,2089,1071,2908,100,42,r1024_c2816,False
1355,596,1158,2843,28,38,r1024_c2816,False
1356,515,1347,2962,34,30,r1024_c2816,False
1357,7,1326,3325,62,3,r1024_c2816,False
1358,67,1161,2841,26,41,r1024_c2816,False
1359,57,1247,3060,11,8,r1024_c2816,False
1360,111,1024,3164,8,18,r1024_c2816,False
1361,38,1214,3319,14,9,r1024_c2816,False
1362,118,1165,3151,15,15,r1024_c2816,False
1363,9,1303,3032,3,11,r1024_c2816,False
1364,134,1450,2929,21,10,r1024_c2816,False
1365,242,1216,2931,30,13,r1024_c2816,False
1366,46,1515,3057,14,6,r1024_c2816,False
1367,596,1438,2865,97,55,r1024_c2816,False
1368,937,1401,3302,59,26,r1024_c2816,False
1369,1,1438,2866,1,1,r1024_c2816,False
1370,6,1447,3314,11,8,r1024_c2816,False
1371,129,1110,3285,63,35,r1024_c2816,False
1372,14,1069,2923,14,15,r1024_c2816,False
1373,201,1047,3287,74,20,r1024_c2816,False
1374,78,1455,3100,11,14,r1024_c2816,False
1375,209,1024,3146,16,19,r1024_c2816,False
1376,6,1514,3057,17,3,r1024_c2816,False
1377,1360,1091,3186,55,39,r1024_c2816,False
1378,764,1336,2940,41,48,r1024_c2816,False
1379,362,1332,3038,23,31,r1024_c2816,False
1380,121,1496,3046,39,11,r1024_c2816,False
1381,3271,1266,3116,123,68,r1024_c2816,False
1382,153,1500,3147,16,18,r1024_c2816,False
1383,8,1220,2835,9,4,r1024_c2816,False
1384,375,1397,2932,35,19,r1024_c2816,False
1385,4029,1040,3232,103,64,r1024_c2816,False
1386,1185,1238,2933,42,50,r1024_c2816,False
1387,752,1092,3170,68,55,r1024_c2816,False
1388,1820,1318,2958,57,92,r1024_c2816,False
1389,16,1192,2822,78,14,r1024_c2816,False
1390,69,1113,2868,38,28,r1024_c2816,False
1391,7,1334,3019,32,31,r1024_c2816,False
1392,1,1227,3108,1,1,r1024_c2816,False
1393,1082,1024,3197,44,42,r1024_c2816,False
1394,133,1413,2876,26,16,r1024_c2816,False
1395,16,1494,3002,5,10,r1024_c2816,False
1396,1,1113,2894,1,1,r1024_c2816,False
1397,1727,1183,2867,55,67,r1024_c2816,False
1398,1177,1429,3005,32,45,r1024_c2816,False
1399,10,1429,2846,3,5,r1024_c2816,False
1400,226,1079,3177,44,10,r1024_c2816,False
1401,62,1353,3197,39,19,r1024_c2816,False
1402,2781,1208,2866,74,109,r1024_c2816,False
1403,1080,1026,3201,70,69,r1024_c2816,False
1404,3990,1176,3179,112,49,r1024_c2816,False
1405,17,1403,2965,11,7,r1024_c2816,False
1406,203,1386,3310,17,18,r1024_c2816,False
1407,60,1158,3167,9,9,r1024_c2816,False
1408,84,1399,3090,11,16,r1024_c2816,False
1409,536,1143,2855,30,29,r1024_c2816,False
1410,51,1220,3307,6,10,r1024_c2816,False
1411,24,1228,2974,4,12,r1024_c2816,False
1412,3205,1361,2990,100,90,r1024_c2816,False
1413,2009,1146,3231,68,60,r1024_c2816,False
1414,39,1099,3082,7,9,r1024_c2816,False
1415,1822,1309,2913,56,70,r1024_c2816,False
1416,3028,1293,2864,58,126,r1024_c2816,False
1417,550,1280,2945,15,53,r1024_c2816,False
1418,4915,1166,3170,225,71,r1024_c2816,False
1419,587,1280,3264,55,39,r1024_c2816,False
1420,548,1216,3286,28,27,r1024_c2816,False
1421,494,1142,3206,37,31,r1024_c2816,False
1422,2048,1405,2950,72,66,r1024_c2816,False
1423,658,1385,2966,25,50,r1024_c2816,False
1424,266,1394,2833,16,22,r1024_c2816,False
1425,187,1380,2858,23,24,r1024_c2816,False
1426,258,1396,2904,25,15,r1024_c2816,False
1427,821,1415,2911,49,40,r1024_c2816,False
1428,317,1454,2957,23,25,r1024_c2816,False
1429,1015,1471,2970,40,52,r1024_c2816,False
1430,281,1444,3047,17,43,r1024_c2816,False
1431,888,1459,3013,28,46,r1024_c2816,False
1432,403,1347,2898,23,24,r1024_c2816,False
1433,195,1141,3183,27,20,r1024_c2816,False
1434,2077,1153,2949,143,111,r1024_c2816,False
1435,325,1415,2844,20,24,r1024_c2816,False
1436,186,1429,2869,16,16,r1024_c2816,False
1437,390,1409,2880,34,24,r1024_c2816,False
1438,375,1414,2899,34,20,r1024_c2816,False
1439,332,1428,2939,32,26,r1024_c2816,False
1440,128,1398,2918,14,10,r1024_c2816,False
1441,740,1242,3304,118,24,r1024_c2816,False
1442,288,1167,3282,46,17,r1024_c2816,False
1443,350,1483,3036,27,25,r1024_c2816,False
1444,766,1063,3181,46,28,r1024_c2816,False
1445,62,1024,2960,9,9,r1024_c2816,False
1446,280,1058,3052,41,28,r1024_c2816,False
1447,368,1092,3217,41,22,r1024_c2816,False
1448,99,1027,3190,22,9,r1024_c2816,False
1449,47948,864,1172,506,221,r1024_c1280|r1024_c768|r512_c1280|r512_c768,True
1450,112,1161,932,17,13,r1024_c768,False
1451,613,1292,1068,24,36,r1024_c768,False
1452,305,1525,1046,11,41,r1024_c768,False
1453,263,1024,810,21,24,r1024_c768,False
1454,78,1247,1225,11,10,r1024_c768,False
1455,1153,1329,936,28,54,r1024_c768,False
1456,334,1175,789,15,33,r1024_c768,False
1457,416,1399,1232,31,26,r1024_c768,False
1458,399,1042,1101,45,16,r1024_c768,False
1459,54,1474,983,11,6,r1024_c768,False
1460,3787,1270,1035,68,95,r1024_c768,False
1461,273,1376,876,20,19,r1024_c768,False
1462,639,1455,892,31,28,r1024_c768,False
1463,2099,1179,943,48,88,r1024_c768,False
1464,711,1147,1144,48,42,r1024_c768,False
1465,434,1450,879,36,42,r1024_c768,False
1466,286,1304,917,20,28,r1024_c768,False
1467,1915,1055,992,46,82,r1024_c768,False
1468,689,1178,933,78,100,r1024_c768,False
1469,90,1371,859,11,11,r1024_c768,False
1470,421,1257,790,28,21,r1024_c768,False
1471,991,1024,1150,85,34,r1024_c768,False
1472,251,1024,804,31,31,r1024_c768,False
1473,274,1034,1100,51,24,r1024_c768,False
1474,213,1126,1064,21,16,r1024_c768,False
1475,132,1232,1144,13,18,r1024_c768,False
1476,93,1238,771,51,21,r1024_c768,False
1477,44,1161,931,19,16,r1024_c768,False
1478,3,1325,1194,2,5,r1024_c768,False
1479,104,1093,1106,13,13,r1024_c768,False
1480,146,1397,1082,9,20,r1024_c768,False
1481,169,1088,1233,49,26,r1024_c768,False
1482,1258,1127,846,46,93,r1024_c768,False
1483,1585,1028,977,112,101,r1024_c768,False
1484,578,1322,938,45,62,r1024_c768,False
1485,135,1475,1058,17,13,r1024_c768,False
1486,5,1525,784,2,5,r1024_c768,False
1487,27,1266,810,9,5,r1024_c768,False
1488,46,1301,970,13,11,r1024_c768,False
1489,134,1462,903,25,22,r1024_c768,False
1490,8,1266,798,18,17,r1024_c768,False
1491,135,1304,921,23,28,r1024_c768,False
1492,145,1266,1077,73,54,r1024_c768,False
1493,54,1436,837,10,8,r1024_c768,False
1494,5684,1517,1223,106,95,r1024_c1280|r1024_c768|r1536_c1280|r1536_c768,True
1495,129,1474,1048,19,24,r1024_c768,False
1496,63,1461,903,27,24,r1024_c768,False
1497,3,1152,876,18,13,r1024_c768,False
1498,106,1474,963,11,23,r1024_c768,False
1499,170,1175,788,18,42,r1024_c768,False
1500,53,1286,1136,9,9,r1024_c768,False
1501,1236,1025,803,137,86,r1024_c768,False
1502,363,1450,1011,21,28,r1024_c768,False
1503,803,1429,1102,24,49,r1024_c768,False
1504,121,1048,1215,32,18,r1024_c768,False
1505,1643,1087,1151,54,42,r1024_c768,False
1506,213,1413,1003,12,23,r1024_c768,False
1507,389,1121,1144,68,58,r1024_c768,False
1508,1,1162,1161,1,1,r1024_c768,False
1509,18,1127,904,26,36,r1024_c768,False
1510,4619,1034,952,99,73,r1024_c768,False
1511,3,1280,1273,2,3,r1024_c768,False
1512,35,1280,1040,31,33,r1024_c768,False
1513,1,1081,1010,1,1,r1024_c768,False
1514,54,1031,983,7,10,r1024_c768,False
1515,273,1434,1264,20,16,r1024_c768,False
1516,1044,1398,1248,42,62,r1024_c1280|r1024_c768,True
1517,303,1384,1193,24,18,r1024_c768,False
1518,240,1386,1166,23,14,r1024_c768,False
1519,293,1457,1129,27,13,r1024_c768,False
1520,206,1378,952,16,20,r1024_c768,False
1521,446,1370,918,30,22,r1024_c768,False
1522,665,1373,1064,23,42,r1024_c768,False
1523,175,1502,925,14,17,r1024_c768,False
1524,639,1261,811,15,69,r1024_c768,False
1525,707,1104,1113,53,35,r1024_c768,False
1526,1348,1138,991,133,121,r1024_c768,False
1527,1464,1099,914,54,127,r1024_c768,False
1528,130,1180,906,17,20,r1024_c768,False
1529,298,1353,921,22,28,r1024_c768,False
1530,533,1368,1031,29,26,r1024_c768,False
1531,362,1473,1004,18,25,r1024_c768,False
1532,1149,1284,1153,55,109,r1024_c768,False
1533,345,1373,984,13,36,r1024_c768,False
1534,482,1356,961,17,58,r1024_c768,False
1535,656,1318,971,25,45,r1024_c768,False
1536,2091,1304,1001,60,86,r1024_c768,False
1537,285,1281,1043,28,28,r1024_c768,False
1538,456,1237,1096,38,20,r1024_c768,False
1539,2626,1498,1182,71,98,r1024_c768|r1536_c768,True
1540,722,1438,1209,35,44,r1024_c768,False
1541,1013,1295,1099,61,58,r1024_c768,False
1542,752,1433,946,36,35,r1024_c768,False
1543,454,1415,873,25,40,r1024_c768,False
1544,1612,1454,784,67,63,r1024_c768,False
1545,569,1332,904,55,20,r1024_c768,False
1546,730,1389,905,34,54,r1024_c768,False
1547,349,1319,926,33,33,r1024_c768,False
1548,2256,1396,991,50,116,r1024_c768,False
1549,493,1479,1066,22,39,r1024_c768,False
1550,558,1454,1077,34,34,r1024_c768,False
1551,514,1441,1085,33,33,r1024_c768,False
1552,1558,1505,1113,31,75,r1024_c768,False
1553,2537,1446,1159,58,60,r1024_c768,False
1554,1031,1496,1008,40,52,r1024_c768,False
1555,570,1485,1102,36,30,r1024_c768,False
1556,409,1418,1161,33,17,r1024_c768,False
1557,207,1490,848,22,12,r1024_c768,False
1558,448,1381,840,24,26,r1024_c768,False
1559,612,1372,772,27,31,r1024_c768,False
1560,128,1437,1206,15,15,r1024_c768,False
1561,682,1493,1208,35,37,r1024_c768,False
1562,363,1456,1220,36,35,r1024_c768,False
1563,749,1463,1239,31,41,r1024_c768,False
1564,690,1506,865,22,52,r1024_c768,False
1565,644,1419,849,36,23,r1024_c768,False
1566,561,1438,851,31,40,r1024_c768,False
1567,1156,1395,1108,44,42,r1024_c768,False
1568,379,1422,1181,24,25,r1024_c768,False
1569,669,1381,801,31,29,r1024_c768,False
1570,516,1459,989,53,13,r1024_c768,False
1571,1120,1675,1780,47,34,r1536_c1280|r1536_c1792,True
1572,224,1822,1660,16,20,r1536_c1280,False
1573,140,1823,1584,16,11,r1536_c1280,False
1574,14643,1722,1434,153,156,r1536_c1280,False
1575,450,1772,1652,26,24,r1536_c1280,False
1576,691,1702,1673,32,29,r1536_c1280,False
1577,15,2027,1508,21,22,r1536_c1280,False
1578,21415,1925,1480,333,169,r1536_c1280|r2048_c1280,True
1579,7976,1766,1378,114,113,r1536_c1280,False
1580,282,1837,1280,26,16,r1536_c1280,False
1581,4547,1715,1747,111,72,r1536_c1280|r1536_c1792,True
1582,5032,1636,1552,64,117,r1536_c1280,False
1583,1555,1704,1636,46,42,r1536_c1280,False
1584,226,1628,1512,10,28,r1536_c1280,False
1585,8927,1934,1305,221,87,r1536_c1280|r2048_c1280,True
1586,3018,1856,1280,76,93,r1536_c1280,False
1587,134,1882,1572,10,19,r1536_c1280,False
1588,268,1899,1543,33,11,r1536_c1280,False
1589,1117,1874,1414,33,48,r1536_c1280,False
1590,70,1607,1672,9,9,r1536_c1280,False
1591,165,1594,1703,16,14,r1536_c1280,False
1592,1179,1824,1358,46,52,r1536_c1280,False
1593,824,1766,1745,42,36,r1536_c1280,False
1594,4410,1931,1606,116,53,r1536_c1280,False
1595,854,1923,1448,51,24,r1536_c1280,False
1596,1198,1786,1297,30,67,r1536_c1280,False
1597,281,1747,1324,21,18,r1536_c1280,False
1598,2275,1905,1366,45,96,r1536_c1280,False
1599,1639,1929,1288,91,51,r1536_c1280,False
1600,259,1775,1432,106,62,r1536_c1280,False
1601,130,1821,1660,18,25,r1536_c1280,False
1602,43,1776,1351,8,7,r1536_c1280,False
1603,81140,1827,1531,684,516,r1536_c1280|r1536_c1792|r2048_c1280|r2048_c1792,True
1604,228,1720,1459,155,132,r1536_c1280,False
1605,131,1768,1654,29,28,r1536_c1280,False
1606,23,1537,1399,46,207,r1536_c1280,False
1607,138,1590,1615,12,20,r1536_c1280,False
1608,756,1887,1471,32,34,r1536_c1280,False
1609,15,1928,1379,3,29,r1536_c1280,False
1610,189,1857,1655,21,14,r1536_c1280,False
1611,68,1840,1389,34,24,r1536_c1280,False
1612,132,1736,1403,9,21,r1536_c1280,False
1613,4234,2047,1607,135,55,r1536_c1280|r2048_c1280,True
1614,250,1931,1302,104,47,r1536_c1280,False
1615,91,1590,1701,15,19,r1536_c1280,False
1616,19,1878,1285,7,13,r1536_c1280,False
1617,58,1718,1534,8,13,r1536_c1280,False
1618,67,1922,1630,12,8,r1536_c1280,False
1619,151,1691,1757,17,12,r1536_c1280,False
1620,4,1848,1280,15,16,r1536_c1280,False
1621,2690,1874,1579,64,80,r1536_c1280,False
1622,246,1923,1360,125,174,r1536_c1280,False
1623,112,1946,1639,101,21,r1536_c1280,False
1624,143,1709,1755,34,36,r1536_c1280,False
1625,186,1691,1563,13,18,r1536_c1280,False
1626,3873,1892,1524,96,63,r1536_c1280,False
1627,3034,1748,1618,69,79,r1536_c1280,False
1628,434,1920,1462,54,23,r1536_c1280,False
1629,1381,1760,1697,67,31,r1536_c1280,False
1630,84,1589,1700,21,24,r1536_c1280,False
1631,88,1881,1457,22,10,r1536_c1280,False
1632,2072,1806,1629,51,68,r1536_c1280,False
1633,252,1899,1749,26,27,r1536_c1280,False
1634,30,1877,1297,5,10,r1536_c1280,False
1635,15,1773,1752,15,17,r1536_c1280,False
1636,24,1792,1455,13,12,r1536_c1280,False
1637,1288,1901,1599,56,46,r1536_c1280,False
1638,9,1650,1566,3,5,r1536_c1280,False
1639,361,1700,1618,119,80,r1536_c1280,False
1640,60,1763,1746,31,29,r1536_c1280,False
1641,16,1537,1312,7,5,r1536_c1280,False
1642,648,1660,1280,32,30,r1536_c1280,False
1643,404,1626,1425,19,30,r1536_c1280,False
1644,267,1613,1444,21,22,r1536_c1280,False
1645,587,1600,1401,18,45,r1536_c1280,False
1646,781,1579,1346,38,43,r1536_c1280,False
1647,255,1611,1715,17,22,r1536_c1280,False
1648,175,1627,1724,16,14,r1536_c1280,False
1649,373,1606,1598,17,29,r1536_c1280,False
1650,245,1593,1557,17,20,r1536_c1280,False
1651,196,1684,1525,17,14,r1536_c1280,False
1652,1102,1713,1426,27,57,r1536_c1280,False
1653,1214,1742,1368,30,78,r1536_c1280,False
1654,277,1703,1560,19,21,r1536_c1280,False
1655,1230,1698,1584,51,32,r1536_c1280,False
1656,1429,1706,1603,71,35,r1536_c1280,False
1657,2501,1757,1588,93,46,r1536_c1280,False
1658,578,1844,1536,40,68,r1536_c1280,False
1659,1591,1797,1461,90,62,r1536_c1280,False
1660,755,1884,1494,49,33,r1536_c1280,False
1661,1370,1932,1511,91,68,r1536_c1280,False
1662,550,1650,1417,31,36,r1536_c1280,False
1663,2595,1648,1475,62,88,r1536_c1280,False
1664,2153,1632,1431,56,150,r1536_c1280,False
1665,591,1605,1503,21,43,r1536_c1280,False
1666,225,1610,1482,14,21,r1536_c1280,False
1667,554,1564,1638,35,22,r1536_c1280,False
1668,382,1625,1667,26,21,r1536_c1280,False
1669,633,1657,1670,30,40,r1536_c1280,False
1670,396,1620,1692,29,18,r1536_c1280,False
1671,963,1613,1606,30,63,r1536_c1280,False
1672,691,1586,1631,32,57,r1536_c1280,False
1673,1910,1887,1345,38,125,r1536_c1280,False
1674,1368,1803,1281,33,70,r1536_c1280,False
1675,181,1869,1376,14,16,r1536_c1280,False
1676,260,1775,1319,14,23,r1536_c1280,False
1677,514,1767,1282,23,35,r1536_c1280,False
1678,468,1720,1309,27,29,r1536_c1280,False
1679,716,1621,1304,25,35,r1536_c1280,False
1680,836,1623,1280,44,24,r1536_c1280,False
1681,348,1553,1354,35,21,r1536_c1280,False
1682,1368,1554,1590,48,59,r1536_c1280,False
1683,1253,1549,1759,56,33,r1536_c1280,False
1684,738,1537,1740,50,26,r1536_c1280,False
1685,330,1670,1724,21,23,r1536_c1280,False
1686,650,1635,1750,36,23,r1536_c1280,False
1687,658,1673,1366,26,43,r1536_c1280,False
1688,955,1707,1482,27,49,r1536_c1280,False
1689,948,1646,1321,49,36,r1536_c1280,False
1690,505,1602,1741,28,29,r1536_c1280,False
1691,318,1616,1740,29,14,r1536_c1280,False
1692,415,1723,1379,17,34,r1536_c1280,False
1693,387,1780,1364,35,17,r1536_c1280,False
1694,342,1693,1411,15,30,r1536_c1280,False
1695,550,1556,1663,38,18,r1536_c1280,False
1696,170,1967,1875,15,14,r1536_c1792,False
1697,287,1609,2188,20,24,r1536_c1792,False
1698,5272,1865,2011,97,89,r1536_c1792,False
1699,3296,2001,2106,131,78,r1536_c1792|r2048_c1792,True
1700,5844,1663,2241,94,131,r1536_c1792|r1536_c2304,True
1701,4512,1684,2014,68,95,r1536_c1792,False
1702,290,1649,2216,20,19,r1536_c1792,False
1703,2150,1809,2032,52,55,r1536_c1792,False
1704,3907,1578,1994,63,94,r1536_c1792,False
1705,536,1641,2168,34,21,r1536_c1792,False
1706,1653,1975,2056,71,47,r1536_c1792,False
1707,560,1752,1941,30,30,r1536_c1792,False
1708,322,1938,1842,21,22,r1536_c1792,False
1709,3739,1607,1952,64,105,r1536_c1792,False
1710,3136,1622,1839,89,54,r1536_c1792,False
1711,93198,1793,2153,454,625,r1536_c1792|r1536_c2304|r2048_c1792|r2048_c2304,True
1712,5060,1719,1954,90,106,r1536_c1792,False
1713,235,1976,2057,72,71,r1536_c1792,False
1714,700,1628,2101,33,26,r1536_c1792,False
1715,98,1800,2141,12,11,r1536_c1792,False
1716,317,1727,1874,26,19,r1536_c1792,False
1717,8790,1847,2123,108,136,r1536_c1792,False
1718,8066,1738,2208,109,203,r1536_c1792|r1536_c2304,True
1719,718,1802,1792,34,45,r1536_c1792,False
1720,89,1674,1991,7,21,r1536_c1792,False
1721,4350,1612,1917,89,97,r1536_c1792,False
1722,1281,1927,2101,67,39,r1536_c1792,False
1723,212,1661,2240,34,64,r1536_c1792,False
1724,95,1686,1800,37,16,r1536_c1792,False
1725,68,1789,1793,34,31,r1536_c1792,False
1726,43,1988,2083,59,25,r1536_c1792,False
1727,88,1676,1858,37,37,r1536_c1792,False
1728,40,1537,2064,28,54,r1536_c1792,False
1729,96,1682,2021,66,88,r1536_c1792,False
1730,156,1576,2000,28,84,r1536_c1792,False
1731,105,1636,2165,33,26,r1536_c1792,False
1732,5,2046,1884,1,14,r1536_c1792,False
1733,185,1737,2224,37,80,r1536_c1792,False
1734,100,2007,2133,40,27,r1536_c1792,False
1735,97,1650,2210,14,27,r1536_c1792,False
1736,160,1599,2181,20,29,r1536_c1792,False
1737,1709,1817,2086,72,36,r1536_c1792,False
1738,40,1721,1980,69,81,r1536_c1792,False
1739,186,1796,2083,29,12,r1536_c1792,False
1740,91,1810,2068,51,21,r1536_c1792,False
1741,30,1730,1793,43,19,r1536_c1792,False
1742,464,1658,1912,44,18,r1536_c1792,False
1743,15,1701,1955,4,4,r1536_c1792,False
1744,340,1742,2100,31,19,r1536_c1792,False
1745,577,1860,2066,40,27,r1536_c1792,False
1746,101,1864,2031,98,70,r1536_c1792,False
1747,164,1624,2100,39,30,r1536_c1792,False
1748,259,1930,2113,76,33,r1536_c1792,False
1749,249,1839,1870,48,16,r1536_c1792,False
1750,175,1606,1952,48,98,r1536_c1792,False
1751,217,1791,2163,121,137,r1536_c1792,False
1752,195,1624,1852,90,45,r1536_c1792,False
1753,650,2033,2064,45,37,r1536_c1792|r2048_c1792,True
